Product title,SKU,Items sold,N. Revenue,Orders,Category,Variations
Outlet Point Regulator (Single Stage Diaphragm) 0 - 1.5 Bar,LGP500-02-02-00-01-004-00-A,1,167.64,1,LGP500 Outlet Point Gas Regulators,0
Outlet Point Regulator (Single Stage Diaphragm) 0 - 3.5 Bar,LGP500-02-03-00-01-004-00-A,1,167.64,1,LGP500 Outlet Point Gas Regulators,0
"SG Engineer's Bench Vice - Cast Iron - 6"" (150mm) - with Swivel Base",6VICE/SWB150,1,205.86,1,Welding Bench Accessories,0
"SG Engineer's Bench Vice - Cast Iron - 8"" (200mm)",8VICE,1,185.62,1,Welding Bench Accessories,0
Welders Bench Cupboard Unit - 5 Drawer,CUP5DMD,1,315.12,1,Welding Bench Accessories,0
Osprey Gravity Spray Gun 2.0 mm,P-501220,1,66.12,1,Paint Spray Guns &amp; Accessories,0
Welding Screen Complete - 6' x 6' - Green - 1.8 m x 1.8 m,EZFRGREEN,1,65,1,Welding Curtains &amp; Frames - Standard,0
Jasic TIG 315P Multi-Wave Digital Water Cooled Package (JT-315MWD-WC),JT-315MWD-WC,1,2938.6,1,TIG Welders,0
Welding Fume Extraction - LEV &amp; COSHH Testing - Single Machine,99973,1,450,1,Welding Fume Extraction,0
"Fitted Propane Welding Hose (1/4"" Fittings) - 6 mm x 5 m",BW600514PFT-P1338,1,13,1,Welding Hoses - Fitted Single Lengths,0
Medium Duty Work Bench With Steel Top - 2000mm x 1200mm x 840mm,AB2012S,1,423.59,1,Medium Duty Welding Benches,0
LED UV Blacklight Lamp with Spraying Attachment,UV LAMP KIT,1,436.97,1,Ardrox NDT Aerosols,0
Slitting Disc - 115 x 1.0 x 22mm Pack of 25,975035,1,14.1,1,Cutting Discs,0
Slitting Disc - 125 x 1.0 x 22mm - Pack of 25,975037,1,16.5,1,Cutting Discs,0
Flap Disc 115 x 22 mm x 40 Grit - Pack of 10,1614,1,13,1,Flap Discs,0
Flap Disc 115 x 22 mm x 60 Grit - Pack of 10,1615,1,15,1,Flap Discs,0
Flap Disc 115 x 22 mm x 80 Grit - Pack of 10,1616,1,13,1,Flap Discs,0
Flap Disc 125 x 22 mm x 60 Grit - Pack of 10,1618,1,17.5,1,Flap Discs,0
IsoJet Maincleen Neutraliser,1314666,1,58.59,1,IsoJet Stainless Steel Weld Cleaner,0
KEMPER Exhaust Fan Wall Bracket (93 005),93 005,1,182.7,1,Kemper Fans,0
Super Heavy Duty Workbench with Steel Over Wood Top 2000mm x 900mm x 840mm,2090WSC,1,717.16,1,Super Heavy Duty Work Benches,0
KEMPER Welding Smoke Exhaust Arm - Upright Suspended (3 m) (79 103),79 103,1,555,1,"Welding Fume Extraction, Kemper Fume Extraction Equipment, Kemper Spares &amp; Accessories, Kemper Exhaust Arms &amp; Hoods",0
KEMPER Welding Smoke Exhaust Arm - Upright Suspended (4 m) (79 104),79 104,1,646.33,1,"Welding Fume Extraction, Kemper Fume Extraction Equipment, Kemper Spares &amp; Accessories, Kemper Exhaust Arms &amp; Hoods",0
Oxygen Gas Cylinder Trolley - ZX Size,KBHC09,1,190,1,Medical Trolleys &amp; Wall Brackets,0
Heavy Duty Canvas Shelter (Complete) - 3 x 3 x 3 m,HDCS/EL333,1,2711.91,1,Welding Tents &amp; Work Shelters,0
Air Cooled Pro-Grip Max TIG Torch - PRO26 - Flexi Head,PRO26FX-25S1EMG9,1,180.25,1,TIG Torches &amp; Spare Parts,0
Tech Master GPS421 5 Port Single Stage Piston Cylinder Regulator FKM Seal 0-20 Bar,3960005566,1,304.88,1,"Oxygen Regulators, Gas Arc Cylinder Mounted Gas Regulators",0
Tecna Balancer 55-65Kg 2000mm Stroke,9368,1,726.41,1,Tool Balancers,0
Myking MMA Electrode Holder - Arc Welding - 450A,1028,1,29.25,1,Electrode Holders MMA,0
KEMPER SmartFil - Welding Fume Extraction Filter (Single‑Phase),64650100-WWVP,1,2313,1,Kemper Mobile Fume Extraction,6
Pro-Cut 1000 Series Biologicut Plasma Cutting Fluid (5 Litres),AT-50005,1,115.31,1,,0
Corpro Half Mask Respirator Mask (HM 1400) - Medium,1400-001-P00002,1,20.63,1,Respirator Masks,0
A1P3R Respirator Mask Filter - for Corpro Face Mask - Pack of 2,1100-001-P00002,1,16.92,1,Respirator Masks,0
Copper Phosphorus CP3 Brazing Rods - 2.4 mm x 5 Kg,7534/RO172450,1,153.47,1,Copper Phosphorus Brazing Rods,0
Tech Master Isolation Valve - VAA09041 - EPDM Seal Material,VAA09041,1,84.98,1,Tech Master Isolation Valves,0
Silver Solder AG28 (Ag 40%) x 1.5mm - 0.25Kg,7503,1,153.65,1,Silver Solder Welding Rods,0
Stainless Steel Workbench 1500 x 750 x 840mm with Lower Shelf,SS1560S-LSS1575,1,685.14,1,Stainless Steel Work Benches with Lower Shelves,0
Mobile Work Bench 1500mm x 750mm x 840mm with Cupboard,1575SCP,1,637.31,1,Mobile Work Benches with Steel Top,0
REED COGAU D50 25BAR N14M S R1.1 LV RM18 COGAU-SS D50 CONTACT ALARM GAUGE 25BAR N14MS R1.1L,H28179901,1,328.04,1,Welding Equipment,0
Sifalloy TIG Rods - Ti2 Series - Titanium Alloy - 1.6 mm x 2.5 Kg,RT921625,1,99.93,1,TIG Filler Rods for Titanium,0
Stainless Steel Surface Cleaner - EWP 800SS - Pack of 12,800ss x 12,1,92.34,1,Stainless Brighteners &amp; Rust Remover,0
3M Versaflo M-Series Face Shield/Helmet - Flame Resistant Shroud - M-407,M-407,1,497.31,1,Air Fed Face Shields,0
3M Versaflo TR-300 Pre-Filter - TR-3600,TR-3600,1,16.2,1,Air Fed Face Shields,0
Fire Retardant Tarpaulin Tie Toggles - Pack of 100,FRTTOGGLES,1,44.14,1,Fire Retardant Tarpaulin,0
"Flange Pin Two Hole Stainless Steel 3/8"" - 7/8""",FP500-SS,1,117.76,1,Flange Pins,0
Lab Master LGT501 Multi Stage 2 Gauge Fuel Gas Cylinder Regulator (0-10 Bar),LGT501-04-05-01-01-012-02-A,1,443.5,1,"Gas Arc Regulators, High Pressure Gas Regulators, Gas Arc Cylinder Mounted Gas Regulators",0
Evolution Metal Cut Off Saw - S185CCSL - 185mm - Metal Cutting - With TCT Mild Steel Cutting Blade,M185TCT-40CS,1,32.19,1,Circular Saw Blades,0
Evolution 185 mm Saw Blade for Stainless Steel,S185TCT-48CS,1,41.07,1,Circular Saw Blades,0
Evolution Saw Blade 185 mm for Aluminium,A185TCT-60CS,1,39.8,1,Circular Saw Blades,0
Tecna Cranked Electrode Pair up to 20 kVA,3723,1,45.61,1,Tecna Pedestal Spot Welding Electrodes,0
Welding Bench Heavy Duty 1800 x 900 x 900,1890SC.,1,505.31,1,Steel Top Welding Benches,0
Hold Down Chain Lock,3506,1,64.38,1,Five Leg Pipe Stands,0
Rotabroach Commando 35 Magnetic Drill,COMMANDO35,1,290,1,Magnetic Drills,2
Rotabroach RAP320 Raptor 32 mm M2 Standard Cutter,RAP320,1,31.93,1,Broaching Cutters,0
M4 x 16 CD Stainless Steel Weld Studs 316 SS Pack of 1000,19253,1,218.75,1,Stainless Steel CD Weld Studs,0
Sifbronze Brazing Rods - No 101 Series - 2.5 mm x 5 Kg,RO102550,1,151.82,1,Oxy-Acetylene Welding Rods - Brazing,0
3M Speedglas Adflo Head Band (533000),533000,1,32.12,2,Welding Helmet Spares,0
GeKa Portable Oven - 300C Series - GKF-2Y/300 - 230V,GFK-2Y-230,1,167,1,Welding Electrode Quivers and Ovens,0
Bymat Weld Brush Pro Head Complete,1138,1,124.63,1,Bymat Weld Cleaning Machines,0
Bymat Electrolyte A Cleaning Solution - 5 Litres,2030DH-B1211,1,74.35,1,Bymat Weld Cleaning Machines,0
Exact PipeCut 360E Pro Series - Pipe Cutting Machine - 110v,7010413-110,1,2300,1,Exact PipeCut for Cutting Spiral Ducting,0
Gas Arc Lab Master LGT501 Multi Stage 2 Gauge Fuel Gas Regulator (3.5 Bar),3960002176,1,418.42,1,"Fuel Gas Regulators, High Pressure Gas Regulators",0
F-Tech Pocket Portable Fume Extraction System - 230v,FTPOCKET230,1,1349.33,1,F-Tech Fume Extraction,0
Jasic EVO MIG 200C PFC Compact Inverter Welder (EM-200C) - Single Phase - Dual Voltage - 140/200A,EM-200C,1,1000,1,"Welding Equipment, MIG Welders",0
Tech Master Pressure Relief Valve CO2 20 Bar,VAA11018,1,80.91,1,Manifold &amp; Regulator Parts/Connectors,0
Exact Heavy Duty Pipe Saw - PipeCut 460 Pro Series,7020460-110,1,2837.35,1,Exact Pipe Saws,0
Balancer 8-10Kg 2500mm Stroke,9339,1,173.25,1,Tool Balancers,0
Stainless Steel Surface Cleaner (EWP 800SS) – Pack of 12,,1,97.34,1,Stainless Brighteners &amp; Rust Remover,0
Tech Master Manifold 2 Stage CO2 Regulator 12 Bar,RAN03111,1,311.75,1,"CO2 Regulators, Gas Arc Cylinder Mounted Gas Regulators",0
G3/8 BSP L/H Brass Male to Adapt the FBA for the Hose,RSP00121,1,9.27,2,Cylinder Adaptors,0
Tube Adaptor GCP37396,GCP37396,1,35,1,Manifold &amp; Regulator Parts/Connectors,0
Lab Master LGM5020 High-Purity Two-Stage Manual Gas Manifold,LGM5021-04-03-01-01-000-00-R,1,1053.78,1,Gas Control Outlet Points/Panels,0
TIG-Eco Weld Cleaning Fluid 5 Litres,TIG-ECO -5,1,103.82,1,Weld Cleaning Equipment,0
Certificate of Country of Origin (Supplied by Chamber of Commerce),COO,1,90,1,Manifold &amp; Regulator Parts/Connectors,0
Exact PipeCut 220 ProSeries - 110V,7010420-110,1,1908.75,1,Exact Pipe Saws,0
Gas Arc Non-Return Valve,GCP22223,1,56.48,1,Manifold &amp; Regulator Parts/Connectors,0
Electrode Holder Cable Set 35mm x 3M,WC-2-03LD,1,27.14,1,Welding Cable Sets,0
Spot Welder Fluid Recirculator,ZXTWRC-300,1,482.81,1,"Pedestal/Column Spot Welders, Welder Water Coolers",0
"0.8% Zirconiated TIG Tungsten Electrode 1/16"" x 6"" (1.6mm x 150mm) - White Tip - Pack of 10",TEZ-1/16-1111,1,7.6,1,Zirconiated Tungsten Electrodes,0
MMA Welding Cable Set - 25mm x 5m,WCS25-5WEL,1,60.63,1,Welding Cable Sets,0
MMA Welding Cable Set - 35mm x 10m,WCS35-10,1,152.5,1,Welding Cable Sets,0
MMA Welding Cable Set - 50mm x 10m,WCS50-10,1,205.63,1,Welding Cable Sets,0
GeKa ELOX B Electrodes - 2209-15 - 2.5mm - 3kg,3010101547,1,22.5,1,Stainless Steel Welding Electrodes,0
Crocodile Type MMA Electrode Holder Economy (200 Amp),EH200,1,0,1,Electrode Holders MMA,0
Dakota Chrome Leather Welders Trousers &amp; Belt (L),CLTLGE,1,33.48,1,Welding Trousers &amp; Spats,0
Sifbronze Silicon Bronze Gas Brazing Rods - No 1 Series - 3.2 mm x 10 Kg,RO013210,1,238.11,2,Oxy-Acetylene Welding Rods - Brazing,0
Weld Star Multi Process Welder - 4 in 1 - 200 Amp Package,ZXWS-MU4-1,1,1373.75,1,Multi Process Welding Machines,0
FIAC Workhorse Diesel Air Compressor 10HP 150L Electric/Start,WRDI10HP-150S/ES,1,3499.3,1,Air Compressors,0
Workhorse Petrol Air Compressor - 5.5HP - 50L,WRP5.5HP-50S,1,1140.3,1,Petrol Air Compressors,0
Roller Heads Stainless Steel - for DWT-PSF1000 Stand,DWT-RG350001,1,83.69,1,Tri-Stands &amp; Pipe Jacks,0
Atex Balancer 18-22Kg 2000mm Stroke,9358AX,1,420.35,1,Tool Balancers,0
Tecna Balancer 20-25Kg 2000mm Stroke,9363,1,525.56,1,Tool Balancers,0
Balancer 4-6Kg 2500mm Stroke with Stop Device,9347,1,138,1,Tool Balancers,0
Tecna Balancer 65-75Kg 2000mm Stroke,9369,1,806,1,Tool Balancers,0
Balancer 7-10Kg 2000mm Stroke,9355,1,255.94,1,Tool Balancers,0
Tecna Balancer 75-90Kg 2000mm Stroke,9370,1,1089.23,1,Tool Balancers,0
Mosa GE17000 HBT AVR Petrol Generator 400/230V,35.CL4L6001,1,4907.14,1,"Generators, Welder Generators",0
Mosa MagicWeld 150 Portable Silenced Petrol Welder 110V Honda Powered,35.22263H,1,2118.75,1,"Generators, Welder Generators",0
Mosa TS200 DES/CF Diesel Welder Generator 110/230V 190A,35.27273Y,1,4473,1,Generators,0
Flexible Transducer D=160mm c/w 2m Cable,1635,1,334.3,1,Spot Welders,0
Force Transducer 2000daN c/w 2m Cable,1662,1,1125,1,Spot Welders,0
Jasic TIG 300P DC Pulse Welder – 300A 400V Three Phase TIG & MMA Inverter,JT-300P,1,1311.38,1,TIG Welders,0
Jasic TIG 300P DC Pulse Water-Cooled Welder – 300A 400V Three Phase TIG & MMA Inverter,JT-300P-WC,1,2010.24,1,TIG Welders,0
Jasic TIG 500P AC/DC Welder – 500A 400V Three Phase Digital Pulse TIG &amp; MMA Inverter,JT-500P-WC,1,4498.57,1,TIG Welders,0
"Angle Sander - 7"" - 4,500 rpm",SP-922,1,113.63,1,Air Sanders / Air Polishers,0
Workhorse Tandem Belt Drive Air Compressor - 2 x 4HP - 250L - 230V,WRT36-250S-1,1,1749.38,1,Belt Driven Air Compressors,0
"HD Needle Scaler Pistol Grip - c/w 35 Needles - 2,500 Blows",SP-S125,1,252.56,1,Air Needle Scalers,0
Mosa MagicWeld 200 Petrol Welder Generator 230V,35.22254,1,2678.57,1,Generators,0
Jasic TIG 200A AC/DC Pulse Inverter Package - JT-202A DISCONTINUED,JT-202A,1,865,1,TIG Welders,0
AMA Basic Centering Collar Set &amp; Tightener,AMA-3040,1,1106.63,1,Pipe Welding Clamps,0
Mosa Service Filter Kit - CT230YSX GE6000SX,77.SKD-230,1,92.99,1,Filter Kits &amp; Servicing,0
Autostar MIG 160 Compact Inverter Package,ZXAS-160,1,436.88,1,Welding Equipment,0
Flexible Magnetic Hose 500mm (F-Tech Wolf),FTMH05,1,161.66,1,F-Tech Fume Extraction,0
AMA Mini Collar Tightener &amp; Wheel,AMA-3030,1,263.62,1,Pipe Welding Clamps,0
"Centering Collar 10""/ DN250",AMA-1250,1,76.99,1,Pipe Welding Clamps,0
"Centering Collar 12""/ DN300",AMA-1300,1,82.02,1,Pipe Welding Clamps,0
"Centering Collar 14""/ DN350",AMA-1350,1,97.91,1,Pipe Welding Clamps,0
"Centering Collar 18""/ DN450",AMA-1450,1,114.65,1,Pipe Welding Clamps,0
"Centering Collar 20""/ DN500",AMA-1500,1,123.86,1,Pipe Welding Clamps,0
"Centering Collar 4""/ DN100",AMA-1100,1,62.77,1,Pipe Welding Clamps,0
"Centering Collar 6""/ DN150",AMA-1150,1,71.13,1,Pipe Welding Clamps,0
"Centering Collar 8""/ DN200",AMA-1200,1,73.65,1,Pipe Welding Clamps,0
"Centering Collar, Hinged 3""/ DN80",AMA-1080,1,115.49,1,Pipe Welding Clamps,0
Mosa Service Filter Kit (GE15 PSX-EAS),77.SKD-15P,1,45,1,Filter Kits &amp; Servicing,0
Mosa Service Filter Kit (Magicweld 150 Petrol),77.SKP-MW,1,44.42,1,Filter Kits &amp; Servicing,0
F-Tech ICAP Wall Mounted Extractor 230V c/w 3mtr Armoflex Arm,ZXFTICAP230/AFX3,1,2913.65,1,F-Tech Fume Extraction,0
Fiac Air Compressor Air Hose &amp; Fitting Starter Pack,CSP1,1,32.66,1,Servicing &amp; Parts,0
Mosa TS Remote Welding Control c/w 50m Lead,TC2-50,1,414.26,1,Spares &amp; Accessories,0
"Mosa Remote Welding Control c/w 20m Lead (MagicWeld 200-YD-YDE,CS230-350 CV)",TC7,1,318.5,1,Spares &amp; Accessories,0
AB515 Gasket Set,4081990000,1,38.94,1,Servicing &amp; Parts,0
AB981 Gasket Set,4082600000,1,71.07,1,Servicing &amp; Parts,0
FX224/250 Connecting Rod/Piston Assembly,4190350000,1,63.49,1,Servicing &amp; Parts,0
AB450/550 Valve Plate Assembly New Style,4231100000,1,136.76,1,Servicing &amp; Parts,0
Rotary Screw Pressure Gauge,7111040000,1,51.08,1,Servicing &amp; Parts,0
"Non Return Valve 3/4"" Male x 3/4"" Female",7190020000,1,32.46,1,Servicing &amp; Parts,0
Hawk Nozzle Kit 1.7mm,5200NK17,1,52.25,1,Servicing &amp; Parts,0
AB410/510 Service Kit No 3 New,AB510SK3,1,111.56,1,Servicing &amp; Parts,0
Exact Bevel Tip Holder 45°,7048131,1,294.94,1,Pipe Saw Spares &amp; Roller Supports,0
Weld Star - CF2 (G3Si1) MIG Wire (0.8mm) 15kg,3010200837,1,32.5,1,Copper Free MIG Wire,0
Jasic Arc 140 MMA Welding Inverter - JA-140,JA-140,1,180.25,1,Arc/MMA Welders,0
Tecna Weld Analyser TE1700C C/W Carrying Case and Certificate,TE1700C,1,4650.9,2,Spot Welders,0
Mosa Wheels & Handles Kit (MagicWeld 200),CTM-MW200D,1,161.69,1,Spares &amp; Accessories,0
Navitek Red PAPR Helmet c/w S4 ADF,GT58S4JC,1,239.8,1,Welding Helmets,0
Spec Master HPT621 6 Port Two Stage Inert Gas Regulator (3960006105),HTP621-04-10-01-01-010-00-A/3960006105,1,494.39,1,"Inert Gas Regulators, Gas Arc Cylinder Mounted Gas Regulators",0
3M G5-01 Welding Helmet with Air Purifying Respirator System,617830,1,1473.2,1,"Offers &amp; Deals, Welding Helmets",0
GA400 CO2 Gas Regulator 3960004552 - Side Entry,3960004552,1,202.8,1,"CO2 Regulators, Gas Arc Cylinder Mounted Gas Regulators",0
Heavy Duty Welding Umbrella - Canvas,UM125C,1,551.6,1,Welding Curtains &amp; Frames - Tusker,0
KEMPER Grinding Table - 2000 × 1060 × 1700 mm (99 820 0016),99 820 0016,1,3400.55,1,"Offers &amp; Deals, Kemper Filter Tables",0
KEMPER Fan Eco - Eco L 3×400V,921 20 100,1,756.75,1,Kemper Fans,0
KEMPER Extraction Hood - Illuminated for First Equipment (79 103 047),79 103 047,1,549.75,1,Kemper Exhaust Arms &amp; Hoods,0
Single Oxygen Cylinder Stand (KBHC04),KBHC04,1,195.7,1,Gas Cylinder Trolleys,0
"Single Oxygen Acetylene 16"" Air Wheels 3 Wheel Cylinder Trolley (KB30)",KB30,1,429.93,1,Gas Cylinder Trolleys,0
Superior 3 Wheels Oxygen/Acetylene Twin Cylinder Trolley (KBS08),KBS08,1,264.99,1,Gas Cylinder Trolleys,0
Single Wheel Cylinder Stair Climbing Trolley KB20,KB20,1,769.93,1,Gas Cylinder Trolleys &amp; Handling,0
"GB Cut F4 Guide Band - 48"" Length",33060/48,1,380.57,1,Pipe Cutting Machines (Oxy-Acetylene),0
Pipe Flange Aligner - Up to 365 mm Hole Distance,38440-TL,1,220.5,1,"Pipe Welding Tools &amp; Accessories, Flange Pins",0
MasterPoint Handy Handheld Tungsten Electrode Grinder With Dust Collection,MPH-1-WWVP,1,903.94,1,Handheld Tungsten Grinders,2
Tech Master Oxygen High Pressure Flexible Hose - 1800mm,3960009120,1,379.49,1,Gas Arc High Pressure Gas Hoses,0
Tech Master Oxygen High Pressure Flexible Hose - 3600mm,3960055219,1,490.5,1,Gas Arc High Pressure Gas Hoses,0
TECH MASTER 5 PORT SINGLE STAGE CYLINDER REGULATOR FKM SEAL - INLET 0-300 bar BS 341 No.3 (BASE ENTRY) - OUTLET 0-20 bar 1/4 NPT MALE - OPTIONS A - GPS421-04-07-01-01-009-04-A,3960023263,1,310,1,Welding Equipment,0
Ceramibac Ceramic Backing Strip - Rounded Groove - 12mm x 600mm - 20 Pack,PV290806100SF,1,38.72,1,Ceramic Backing Strips,0
GPT422-04-07-01-01-009-07-A__GA,3960060695,1,522.09,1,Gas Arc Cylinder Mounted Gas Regulators,0
Tech-Master 0-200bar Gauge 1/4NPT Male Inlet (300bar Full Scale),WIK02068,1,21.62,1,Manifold &amp; Regulator Parts/Connectors,0
Purge Eye 200 Rechargeable Weld Purge Monitor,API0200,1,2354.63,1,Weld Purge Monitors,0
Taylor CDM10 CD Stud Welding Machine - Contact Handtool,12650-WWVP.,1,2425,1,Stud Welders - Capacitor Discharge (CD),2
MasterPurge Weld Purge Monitor - 100X,MP100X,1,499,1,Weld Purge Monitors,0
Taylor C2 CD Stud Welding Gun - Contact Series,18342,1,708.13,1,Stud Welders - Capacitor Discharge (CD),0
Taylor LG2 CD Stud Welding Gun - Lift Gap Series,18899,1,799,1,Stud Welders - Capacitor Discharge (CD),0
Standard Poke Hand Tool with Earth Lead,12647-1,1,180,1,Stud Welders - Capacitor Discharge (CD),0
Devcon Flexane 60 500g,DEV15200,1,79.3,2,Devcon Flexane,0
Deox &amp; Fit Stainless Steel Cleaner,WPEDEXFIT001.06,1,70,1,Stainless Steel Weld Cleaning Equipment,0
"Tech Master 5/8 O/Point BS341 No.4 Outlet Fuel Gas 10 bar Flashback Arrestor, Inlet 15mm Pipe Adaptor (Fuel)",GCS08016,1,239.74,1,Lineleader Gas Control Outlet Points,0
Spare Seal for Cylinder Connection - Flat Face BS341 No.13,RST00045,1,62.25,1,Cylinder Connectors,0
"BS341 Stem, 1/4"" NPT ""O"" Ring Type Filtered Assembly and Cylinder Nut, 5/8"" RH (Pack of 4)",RSP00025 + RSP00050,1,101.46,1,Manifold &amp; Regulator Parts/Connectors,0
Pre-Filter Armur Steel/UNI 2.0T F1200592490098,F1200592490098,1,26.41,1,F-Tech Fume Extraction,0
Active Carbon Filters - Pair RF0UNI2200003,RF0UNI2200003,1,173.88,1,F-Tech Fume Extraction,0
Tech Master Auto Changeover Manifold Panel - Twin Cylinder Diaphragm Autochange Gas Control - EPDM Seal FKM PRV - INLET,GPD4042-04-04-01-01-004-04-U,1,1523.28,1,Auto Changeover Manifolds (MCP 2 x 1 / 0 - 10 Bar),0
TECH MASTER 5 PORT SINGLE STAGE CYLINDER REGULATOR EPDM SEAL - INLET &lt;=300 bar 3/8 BSP MALE - OUTLET 0-50 bar 3/8 BSP MALE - OPTIONS K (K= CofC),GPS422-04-10-01-01-007-07-K,1,369.2,1,Gas Arc Cylinder Mounted Gas Regulators,0
"Non Return Valve 1/2"" Male x 1/2"" Male",719001000,1,19.29,1,Servicing &amp; Parts,0
TECH MASTER 5 PORT SINGLE STAGE PISTON CYLINDER REGULATOR FKM SEAL- INLET &lt;=300 bar BS 341 No.32 - OUTLET 0-20 bar G3/8 BSP R/H BRASS MALE - OPTIONS A,GPS421-04-07-01-01-023-07-A__GA,1,311.3,1,Gas Arc Cylinder Mounted Gas Regulators,0
TECH MASTER 5 PORT SINGLE  STAGE CYLINDER REGULATOR  EPDM SEAL - INLET 300 bar  BS 341 No.3 - OUTLET 0-250  bar 1/4 NPT FEMALE - GPS422-04-13-01-01-010-00A,GPS422-04-13-01-01-010-00A,1,395.5,1,Gas Arc Cylinder Mounted Gas Regulators,0
Static PVC Curtain - hook on - 300x2 - welding - partial overlap - stainless steel plate - without warning strips Width 5000mm Height 1600mm,SC1,1,313.34,1,Welding Curtain Frames &amp; Arms,0
CD Stainless Steel Weld Studs 316 SS - M5 x 16 Threaded - Pack of [1000],M5x16x316-1000,1,256.25,1,Stainless Steel CD Weld Studs,0
Sifmig 1050 Aluminium MIG Wire - 6.5kg Spool,WO141065-1,1,78.57,1,Aluminium MIG Wire,3
Sifmig 4047 Aluminium MIG Welding Wire,WO161020-WWVP,1,53.41,1,Aluminium MIG Wire,2
"Spec Master 6 Port Single Stage Cylinder Regulator FKM Seal, Inlet 0-300bar, 1/4 NPT Female, Outlet 0-20bar 1/4 NPT Female, Option L (Panel Mount Kit), High Purity Gas Grade 5.0 (99.999%)",3960045616,1,454.86,1,High Pressure Gas Regulators,0
KEMPER Replacement Brake Discs For Exhaust Arms (Set of 16),1380021,1,8.55,1,"Kemper Exhaust Arms &amp; Hoods, Kemper Lighting Sets &amp; Start-Stop Sets",0
Mini HVLP Gravity Fed Spray Gun - 125ml - 1.0 mm,H-2000,1,20,1,Paint Spray Guns &amp; Accessories,0
Weld Star ER 100S-G High Strength MIG Wire (15kg Reel),3010203273-WWVP,1,80,1,High Strength Steel MIG Wire,2
Weld Star ER 80S-Ni2 High Strength MIG Wire (15kg Reel),6011100550-WWVP,1,87.5,1,High Strength Steel MIG Wire,3
SPEC MASTER 6 PORT TWO STAGE DIAPHRAGM CYLINDER REGULATOR FKM SEAL - INLET &lt;= 300 BAR BS 341 NO.3 - OUTLET 0-10 BAR NO OUTLET FITTED - OPTIONS A - HPT601-04-05-01-01-010-00-A_GA,3960000370,1,497.16,1,High Pressure Gas Regulators,0
Sifsteel 309LSi Stainless Steel TIG Rods,RO341601-WWVP,1,30.02,1,TIG Filler Rods for Dissimilar Steels,4
Weld Star - A31 (ER 80S-D2) TIG Wire,3010300279-WWVP,1,43.75,1,TIG Filler Rods for High Strength Steel,5
Weld Star - Alloy 625 (NiCrMo-3) TIG Rods 5kg,6031100101-WWVP,1,312.5,1,TIG Filler Rods for Nickel Alloy,3
Weld Star - FN 55 (E NiFe-Cl) TIG Rods,6011100614-WWVP,1,218.88,1,TIG Filler Rods for Nickel Alloy,2
Weld Star - Monel 400 (NiCu-7) TIG Rods,6011100605-WWVP,1,296.13,1,TIG Filler Rods for Nickel Alloy,3
Super Duplex Stainless Steel TIG Rods,RT781650-WWVP,1,235.71,1,,3
Weld Star - HF 600 Hardfacing TIG Wire,6031100487-WWVP,1,43.75,2,TIG Filler Rods for Hard Facing,2
KEMPER MaxiFil Portable - Extraction Unit,65 650 100-WWVP,1,3120,1,"Offers &amp; Deals, Kemper Mobile Fume Extraction",6
KEMPER Circuit breaker 20A for KEMPER SmartMaster,3604318,1,47.78,1,Kemper Misc Parts &amp; Accessories,0
KEMPER Welding Fume Flexible Exhaust Arm - 2‑Joint,79 205-WWVP,1,1282.5,1,"Offers &amp; Deals, Kemper Exhaust Arms &amp; Hoods",3
"Gas Arc Tech-Master Fuel Flashback Arrestor - 1/4"" NPT M/F (FBA07082)",FBA07082,1,48.75,1,Flashback Arrestors,0
TECH MASTER GPS 422 04 10-01-01-000-00-K,GPS 422 04 10-01-01-000-00-K,1,340,1,Gas Arc Panel Mounted Gas Regulators,0
Rapid Purge Pipe Purging System (1485 - 1520 mm),RP60-Temp,1,1053.75,1,,0
KEMPER Welding Smoke Exhaust Arm - Suspended,79 052-WWVP,1,610.5,1,Kemper Exhaust Arms &amp; Hoods,3
Tech Master GPS400 Series - Single Stage 2 Gauge Cylinder Regulator (Oxygen/Inert),GPS400-04-02-01-01-009-07-A-WWVP,1,218.6,1,"Inert Gas Regulators, Oxygen Regulators",9
Stealth Cobra 315 Toolkit - Air Cooled MIG Welder - 3 Phase - 400V - 315A,9104H,1,1062.5,1,MIG Welders,0
Stealth Cobra MIG DP 5006 Inverter Air Cooled MIG Welder - 3 Phase - 400V - 500A,9114H-AC,1,3677.06,1,MIG Welders,0
"Lab Master LGL500 Single Stage Diaphragm Line Regulator with 1/4"" Fittings - 1.5 bar",LGL500-02-02-00-01-004-04-A,1,222.63,1,LGL500 Outlet Point Gas Regulators,0
Tempilstik Temperature Indicator Pen 140°C/284°F,TSC140,1,13,1,Temperature Indicator Pens,0
FIAC AB998 Bare Pump 10HP,3021080000,1,730,1,Air Compressors,0
Micro Poke Hand Tool with Earth Lead,12647/2,1,230,1,Stud Welders - Capacitor Discharge (CD),0
Seam Wheel/Roll Spot Attachment,12647/4,1,180,1,Stud Welders - Capacitor Discharge (CD),0
TECH MASTER 5 PORT SINGLE STAGE PISTON CYLINDER REGULATOR FKM SEAL - INLET &lt;=300 bar BS 341 No.4 - OUTLET 0-200 bar ISOLATION VALVE 3/8 BSP M1/4 NPT FEMALE - OPTIONS P,GPS421-04-12-01-01-012-19-P,1,663,1,High Pressure Gas Regulators,0
